Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207
2020-03-21,-243,-690,-1090,-1421,-1806,-2133,-2331,-2471,-2551,-2647,-2671,-2659,-2595,-2516,-2429,-2341,-2254,-2160,-2075,-1973,-1859,-1764,-1678,-1585,-1498,-1435,-1430,-1452,-1514,-1587,-1671,-1790,-1949,-2220,-2485,-2815,-3195,-3633,-4124,-4723,-5407,-6213,-6885,-7508,-7939,-8323,-8623,-8872,-9129,-9381,-9706,-10125,-10660,-11425,-12520,-13897,-15143,-16206,-17070,-17675,-18166,-18440,-18626,-18747,-18803,-18829,-18812,-18781,-18727,-18656,-18577,-18536,-18514,-18559,-18649,-18776,-18868,-18947,-19025,-19071,-19115,-19145,-19175,-19166,-19202,-19273,-19338,-19410,-19514,-19660,-19843,-20114,-20933,-22341,-24097,-25732,-26838,-27614,-28113,-28446,-28699,-28920,-29126,-29344,-29642,-30034,-30585,-31261,-31910,-32434,-32866,-33177,-33452,-33601,-33714,-33789,-33876,-34021,-34261,-34585,-35090,-35574,-35990,-36409,-36734,-37148,-37483,-37827,-38152,-38446,-38833,-39273,-39751,-40374,-40937,-41493,-42019,-42420,-42689,-42970,-43223,-43474,-43784,-44131,-44566,-44985,-45231,-45451,-45649,-45852,-46057,-46241,-46425,-46627,-46779,-46910,-47064,-47191,-47294,-47426,-47497,-47533,-47566,-47566,-47560,-47545,-47540,-47491,-47447,-47376,-47301,-47226,-47147,-47078,-47006,-46940,-46884,-46836,-46828,-46858,-46901,-46954,-47104,-47270,-47411,-47523,-47682,-47865,-48002,-48188,-48431,-48720,-49027,-49258,-49511,-49745,-49989,0,0,0,0,0,0,0,0,0,0
2020-03-28,-204,-361,-449,-591,-675,-630,-527,-364,-217,2,257,564,886,1216,1547,1877,2214,2542,2887,3244,3582,3911,4247,4577,4883,5131,5352,5533,5703,5862,5986,6070,6042,6020,5933,5796,5601,5353,4997,4556,3993,3564,3184,2996,2855,2798,2792,2778,2769,2687,2511,2219,1697,845,-289,-1292,-2112,-2733,-3095,-3343,-3374,-3317,-3195,-3008,-2791,-2531,-2257,-1960,-1646,-1324,-1040,-775,-577,-424,-308,-157,7,172,369,568,781,994,1246,1453,1625,1803,1974,2113,2210,2270,2242,1666,501,-1012,-2404,-3267,-3800,-4056,-4146,-4156,-4134,-4097,-4072,-4127,-4276,-4584,-5017,-5423,-5704,-5893,-5961,-5993,-5899,-5769,-5601,-5445,-5347,-5344,-5425,-5687,-5928,-6101,-6277,-6359,-6530,-6622,-6723,-6805,-6856,-7000,-7197,-7432,-7812,-8132,-8445,-8728,-8886,-8912,-8950,-8960,-8968,-9035,-9139,-9331,-9507,-9510,-9487,-9442,-9402,-9364,-9305,-9246,-9205,-9114,-9002,-8913,-8797,-8657,-8546,-8374,-8167,-7957,-7714,-7465,-7207,-6959,-6667,-6380,-6066,-5748,-5430,-5108,-4796,-4481,-4172,-3873,-3582,-3331,-3118,-2918,-2728,-2635,-2558,-2456,-2325,-2241,-2181,-2075,-2018,-2018,-2064,-2128,-2116,-2126,-2117,-2118,0,0,0,0,0,0,0,0,0,0,0
2020-04-04,47,163,225,345,594,901,1268,1619,2042,2501,3012,3538,4072,4607,5141,5682,6214,6763,7324,7866,8399,8939,9473,9983,10435,10860,11245,11619,11982,12310,12598,12774,12956,13073,13140,13149,13105,12953,12716,12357,12132,11956,11972,12035,12182,12380,12570,12765,12887,12915,12827,12509,11861,10931,10132,9516,9099,8941,8897,9070,9331,9657,10048,10469,10933,11411,11912,12430,12956,13444,13913,14315,14672,14992,15347,15715,16084,16485,16888,17305,17722,18178,18589,18965,19347,19722,20065,20366,20630,20806,20434,19473,18164,16976,16317,15988,15936,16050,16244,16470,16711,16940,17089,17144,17040,16811,16609,16532,16547,16683,16855,17153,17487,17859,18219,18521,18728,18851,18793,18756,18787,18815,18937,18970,19082,19185,19307,19460,19520,19527,19496,19320,19204,19095,19016,19062,19240,19406,19600,19796,19933,20033,20045,20073,20274,20501,20750,20994,21236,21499,21762,22007,22302,22618,22911,23231,23575,23890,24266,24677,25091,25538,25991,26453,26905,27401,27892,28410,28932,29454,29980,30496,31015,31528,32031,32526,32981,33398,33802,34196,34493,34774,35080,35415,35703,35967,36277,36538,36742,36900,37040,37256,37450,37663,37866,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-11,69,84,157,359,619,939,1243,1619,2031,2495,2974,3461,3949,4436,4930,5415,5917,6431,6926,7412,7905,8392,8855,9260,9638,9976,10303,10619,10900,11141,11270,11405,11475,11495,11457,11366,11167,10883,10477,10205,9982,9951,9967,10067,10218,10361,10509,10584,10565,10430,10065,9370,8393,7547,6884,6420,6215,6124,6250,6464,6743,7087,7461,7878,8309,8763,9234,9713,10154,10576,10931,11241,11514,11822,12143,12465,12819,13175,13545,13915,14324,14688,15017,15352,15680,15976,16230,16447,16576,16157,15149,13793,12558,11852,11476,11377,11444,11591,11770,11964,12146,12248,12256,12105,11829,11580,11456,11424,11513,11638,11889,12176,12501,12814,13069,13229,13305,13200,13116,13100,13081,13156,13142,13207,13263,13338,13444,13457,13417,13339,13116,12953,12797,12671,12670,12801,12920,13067,13216,13306,13359,13324,13305,13459,13639,13841,14038,14233,14449,14665,14863,15111,15380,15626,15899,16196,16464,16793,17157,17524,17924,18330,18745,19150,19599,20043,20514,20989,21464,21943,22412,22884,23350,23806,24254,24662,25032,25389,25736,25986,26220,26479,26767,27008,27225,27488,27702,27859,27970,28063,28232,28379,28545,28701,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,-54,-50,84,275,526,762,1069,1412,1808,2218,2636,3056,3474,3899,4316,4749,5194,5621,6038,6462,6881,7275,7611,7921,8190,8448,8696,8908,9081,9141,9207,9209,9160,9053,8894,8626,8273,7799,7458,7166,7067,7014,7045,7128,7202,7281,7288,7200,6996,6563,5799,4753,3839,3107,2575,2301,2141,2199,2344,2554,2830,3135,3483,3846,4231,4633,5044,5416,5769,6056,6297,6501,6741,6993,7246,7532,7819,8120,8422,8762,9058,9318,9584,9844,10071,10256,10405,10465,9977,8901,7476,6172,5398,4953,4785,4784,4862,4972,5098,5211,5244,5184,4964,4619,4302,4109,4009,4029,4085,4268,4486,4742,4987,5173,5264,5272,5098,4945,4861,4773,4779,4697,4693,4680,4687,4724,4668,4560,4413,4121,3890,3665,3471,3401,3463,3514,3592,3672,3694,3678,3574,3487,3572,3683,3817,3945,4071,4219,4366,4495,4675,4875,5052,5257,5485,5684,5945,6240,6539,6870,7207,7554,7890,8270,8646,9048,9454,9861,10271,10671,11075,11472,11859,12239,12578,12879,13168,13446,13627,13793,13983,14202,14375,14523,14718,14863,14951,14994,15018,15118,15197,15294,15381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-25,58,245,490,795,1084,1445,1842,2291,2755,3227,3700,4172,4651,5121,5608,6107,6587,7058,7536,8008,8456,8846,9209,9532,9844,10145,10411,10637,10751,10871,10926,10931,10878,10772,10558,10259,9838,9551,9313,9267,9268,9353,9489,9617,9750,9810,9776,9626,9246,8536,7544,6683,6005,5526,5306,5200,5311,5510,5774,6103,6462,6864,7280,7719,8175,8639,9065,9472,9812,10107,10365,10658,10964,11271,11610,11951,12306,12661,13055,13404,13718,14038,14351,14632,14871,15073,15187,14753,13730,12359,11109,10388,9997,9883,9935,10067,10231,10410,10577,10664,10657,10491,10200,9936,9797,9750,9824,9934,10170,10442,10752,11050,11290,11435,11496,11376,11277,11246,11212,11272,11243,11293,11334,11394,11485,11483,11428,11335,11097,10919,10748,10607,10591,10707,10811,10943,11077,11152,11190,11140,11106,11245,11410,11597,11779,11959,12160,12361,12544,12777,13031,13262,13520,13802,14055,14369,14718,15070,15455,15846,16246,16636,17070,17499,17955,18415,18875,19339,19793,20250,20701,21142,21575,21968,22323,22665,22997,23232,23451,23695,23968,24194,24396,24644,24843,24985,25081,25159,25313,25445,25596,25737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,129,316,563,795,1098,1437,1829,2235,2649,3064,3479,3900,4312,4742,5183,5605,6018,6439,6853,7243,7576,7881,8146,8400,8644,8852,9020,9077,9139,9136,9083,8973,8809,8537,8181,7702,7357,7061,6958,6901,6928,7007,7077,7152,7154,7063,6855,6417,5650,4600,3681,2946,2409,2131,1967,2021,2162,2368,2640,2941,3285,3643,4025,4423,4829,5198,5547,5829,6066,6267,6502,6750,7000,7281,7564,7861,8159,8495,8786,9043,9305,9560,9783,9965,10109,10165,9674,8593,7164,5856,5078,4629,4457,4452,4526,4632,4753,4863,4892,4827,4604,4255,3933,3737,3632,3648,3700,3879,4093,4345,4586,4768,4855,4858,4681,4524,4435,4344,4346,4259,4251,4235,4237,4270,4211,4098,3947,3651,3416,3187,2988,2915,2973,3019,3093,3170,3187,3167,3060,2968,3049,3156,3286,3410,3532,3676,3819,3944,4120,4316,4489,4689,4914,5109,5365,5657,5951,6278,6611,6954,7286,7662,8034,8432,8834,9236,9643,10039,10438,10832,11215,11590,11925,12223,12507,12781,12959,13120,13306,13521,13690,13834,14024,14166,14250,14288,14308,14405,14479,14572,14656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,58,176,278,452,662,924,1201,1486,1772,2057,2349,2632,2932,3244,3537,3821,4112,4397,4658,4861,5037,5173,5298,5412,5491,5530,5457,5390,5258,5076,4836,4543,4142,3656,3048,2574,2149,1916,1730,1628,1577,1518,1464,1337,1116,779,212,-685,-1864,-2912,-3777,-4443,-4850,-5143,-5219,-5207,-5130,-4988,-4816,-4601,-4372,-4120,-3851,-3574,-3335,-3115,-2962,-2854,-2783,-2677,-2558,-2438,-2286,-2132,-1964,-1796,-1589,-1427,-1300,-1167,-1041,-947,-895,-880,-953,-1574,-2784,-4342,-5779,-6687,-7265,-7566,-7701,-7756,-7779,-7787,-7807,-7907,-8101,-8454,-8932,-9383,-9709,-9943,-10056,-10133,-10084,-9999,-9876,-9765,-9712,-9754,-9880,-10187,-10473,-10691,-10912,-11039,-11255,-11392,-11538,-11665,-11761,-11950,-12192,-12472,-12897,-13262,-13620,-13948,-14151,-14222,-14305,-14360,-14413,-14525,-14674,-14911,-15132,-15180,-15202,-15202,-15207,-15214,-15200,-15186,-15190,-15144,-15077,-15033,-14962,-14867,-14801,-14674,-14512,-14347,-14149,-13945,-13732,-13529,-13282,-13040,-12771,-12498,-12225,-11948,-11681,-11411,-11147,-10893,-10647,-10441,-10273,-10118,-9973,-9925,-9893,-9836,-9750,-9711,-9696,-9635,-9623,-9668,-9759,-9868,-9901,-9956,-9992,-10038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,60,104,220,372,576,795,1022,1250,1477,1711,1936,2178,2432,2667,2893,3126,3353,3556,3701,3819,3897,3964,4020,4041,4022,3891,3766,3576,3336,3038,2687,2228,1684,1018,486,3,-288,-532,-692,-801,-918,-1030,-1215,-1494,-1889,-2514,-3469,-4706,-5812,-6735,-7459,-7924,-8275,-8409,-8455,-8436,-8352,-8238,-8081,-7910,-7716,-7505,-7286,-7105,-6943,-6848,-6798,-6785,-6737,-6676,-6614,-6520,-6424,-6314,-6204,-6055,-5951,-5882,-5807,-5739,-5703,-5709,-5752,-5883,-6562,-7830,-9446,-10941,-11907,-12543,-12902,-13095,-13208,-13289,-13355,-13433,-13591,-13843,-14254,-14790,-15299,-15683,-15975,-16146,-16281,-16290,-16263,-16198,-16145,-16150,-16250,-16434,-16799,-17143,-17419,-17698,-17883,-18157,-18352,-18556,-18741,-18895,-19142,-19442,-19780,-20263,-20686,-21102,-21488,-21749,-21878,-22019,-22132,-22243,-22413,-22620,-22915,-23194,-23300,-23380,-23438,-23501,-23566,-23610,-23654,-23716,-23728,-23719,-23733,-23720,-23683,-23675,-23606,-23502,-23395,-23255,-23109,-22954,-22809,-22620,-22436,-22225,-22010,-21795,-21576,-21367,-21155,-20949,-20753,-20565,-20417,-20307,-20210,-20123,-20133,-20159,-20160,-20132,-20151,-20194,-20191,-20237,-20340,-20489,-20656,-20747,-20860,-20954,-21058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,-16,40,132,277,436,603,772,939,1113,1279,1461,1655,1830,1997,2170,2337,2481,2566,2624,2643,2650,2646,2607,2529,2338,2153,1904,1604,1246,836,317,-287,-1013,-1604,-2147,-2498,-2801,-3021,-3190,-3366,-3538,-3783,-4122,-4576,-5261,-6276,-7572,-8738,-9721,-10504,-11029,-11440,-11634,-11739,-11780,-11756,-11701,-11604,-11493,-11358,-11207,-11048,-10927,-10824,-10789,-10799,-10845,-10857,-10856,-10853,-10819,-10783,-10732,-10682,-10593,-10549,-10539,-10524,-10516,-10539,-10605,-10708,-10898,-11637,-12965,-14641,-16195,-17221,-17917,-18335,-18588,-18761,-18901,-19027,-19165,-19383,-19694,-20165,-20761,-21329,-21773,-22125,-22355,-22550,-22619,-22652,-22646,-22653,-22718,-22877,-23121,-23546,-23949,-24285,-24624,-24869,-25202,-25457,-25721,-25965,-26179,-26486,-26845,-27243,-27786,-28269,-28744,-29190,-29511,-29699,-29900,-30073,-30243,-30473,-30740,-31095,-31433,-31599,-31739,-31856,-31979,-32104,-32207,-32311,-32433,-32504,-32555,-32629,-32676,-32698,-32750,-32741,-32696,-32649,-32569,-32482,-32387,-32302,-32173,-32048,-31897,-31742,-31586,-31427,-31278,-31125,-30979,-30843,-30715,-30626,-30576,-30539,-30511,-30581,-30667,-30727,-30759,-30838,-30941,-30997,-31103,-31266,-31474,-31701,-31852,-32024,-32178,-32342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,72,180,340,515,698,882,1065,1255,1436,1634,1844,2035,2217,2406,2589,2748,2849,2923,2957,2980,2992,2969,2906,2731,2562,2328,2044,1702,1307,804,216,-494,-1070,-1597,-1932,-2220,-2424,-2577,-2738,-2894,-3123,-3446,-3885,-4554,-5553,-6834,-7984,-8951,-9719,-10228,-10623,-10801,-10891,-10916,-10876,-10806,-10693,-10566,-10416,-10249,-10074,-9937,-9819,-9768,-9762,-9793,-9789,-9772,-9754,-9704,-9652,-9586,-9520,-9415,-9355,-9330,-9299,-9275,-9283,-9333,-9420,-9595,-10318,-11630,-13290,-14829,-15839,-16519,-16922,-17159,-17316,-17441,-17551,-17673,-17875,-18171,-18626,-19206,-19759,-20187,-20523,-20738,-20917,-20970,-20987,-20966,-20957,-21006,-21150,-21378,-21787,-22175,-22495,-22818,-23047,-23365,-23604,-23852,-24081,-24279,-24570,-24914,-25296,-25823,-26290,-26750,-27180,-27485,-27658,-27843,-28000,-28155,-28369,-28620,-28959,-29282,-29432,-29556,-29658,-29765,-29874,-29962,-30050,-30156,-30212,-30247,-30305,-30336,-30343,-30379,-30354,-30294,-30231,-30135,-30033,-29922,-29821,-29676,-29536,-29369,-29198,-29027,-28852,-28687,-28519,-28357,-28205,-28061,-27957,-27891,-27838,-27795,-27849,-27919,-27964,-27980,-28043,-28130,-28171,-28261,-28408,-28601,-28812,-28947,-29104,-29242,-29390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-06,36,124,228,339,451,563,681,790,917,1055,1174,1285,1402,1514,1601,1630,1633,1595,1546,1487,1392,1257,1011,770,464,109,-305,-771,-1346,-2006,-2787,-3435,-4034,-4440,-4800,-5076,-5300,-5533,-5760,-6061,-6456,-6966,-7707,-8778,-10130,-11352,-12391,-13230,-13811,-14278,-14527,-14689,-14785,-14817,-14819,-14777,-14722,-14644,-14548,-14445,-14380,-14333,-14354,-14419,-14522,-14590,-14644,-14698,-14720,-14739,-14745,-14751,-14717,-14729,-14776,-14816,-14864,-14943,-15065,-15224,-15470,-16265,-17649,-19380,-20991,-22073,-22824,-23299,-23607,-23836,-24033,-24214,-24408,-24682,-25049,-25576,-26228,-26852,-27352,-27760,-28046,-28297,-28421,-28510,-28561,-28623,-28744,-28960,-29259,-29740,-30200,-30591,-30986,-31287,-31676,-31987,-32306,-32607,-32877,-33239,-33655,-34109,-34707,-35246,-35778,-36279,-36656,-36900,-37157,-37386,-37612,-37898,-38221,-38631,-39026,-39248,-39443,-39617,-39796,-39976,-40136,-40295,-40473,-40601,-40707,-40837,-40940,-41018,-41126,-41173,-41184,-41193,-41168,-41138,-41099,-41069,-40996,-40928,-40832,-40733,-40634,-40530,-40437,-40341,-40250,-40170,-40097,-40065,-40071,-40089,-40118,-40244,-40385,-40502,-40590,-40724,-40883,-40995,-41157,-41376,-41640,-41923,-42130,-42358,-42568,-42788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-13,52,119,194,270,345,427,500,590,692,775,849,930,1005,1056,1049,1015,941,856,760,629,458,175,-102,-444,-836,-1286,-1789,-2400,-3096,-3914,-4598,-5233,-5676,-6072,-6384,-6645,-6914,-7178,-7515,-7946,-8493,-9270,-10377,-11766,-13024,-14099,-14975,-15592,-16095,-16381,-16579,-16712,-16780,-16818,-16813,-16794,-16752,-16693,-16626,-16597,-16587,-16644,-16746,-16885,-16989,-17080,-17170,-17228,-17284,-17326,-17368,-17371,-17419,-17502,-17579,-17663,-17779,-17937,-18132,-18415,-19246,-20666,-22434,-24081,-25199,-25987,-26498,-26843,-27108,-27341,-27559,-27789,-28099,-28503,-29066,-29754,-30415,-30951,-31395,-31718,-32005,-32166,-32291,-32378,-32477,-32634,-32886,-33222,-33739,-34235,-34663,-35094,-35431,-35857,-36204,-36560,-36897,-37203,-37602,-38054,-38544,-39179,-39754,-40322,-40860,-41273,-41554,-41847,-42112,-42375,-42697,-43056,-43503,-43934,-44192,-44424,-44634,-44849,-45066,-45262,-45458,-45672,-45836,-45979,-46145,-46284,-46399,-46543,-46626,-46674,-46719,-46731,-46737,-46734,-46741,-46704,-46672,-46613,-46550,-46487,-46420,-46363,-46303,-46249,-46205,-46169,-46173,-46215,-46270,-46335,-46497,-46675,-46828,-46952,-47123,-47318,-47467,-47665,-47920,-48221,-48540,-48783,-49048,-49294,-49550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-20,15,38,62,85,115,136,174,224,255,277,306,329,328,269,183,57,-80,-228,-411,-634,-969,-1298,-1692,-2136,-2638,-3193,-3856,-4604,-5474,-6210,-6897,-7392,-7840,-8204,-8517,-8838,-9154,-9543,-10026,-10625,-11454,-12613,-14054,-15364,-16491,-17419,-18088,-18643,-18981,-19231,-19416,-19536,-19626,-19673,-19706,-19716,-19709,-19694,-19717,-19759,-19868,-20022,-20213,-20369,-20512,-20654,-20764,-20872,-20966,-21060,-21115,-21215,-21350,-21479,-21615,-21783,-21993,-22240,-22575,-23458,-24930,-26750,-28449,-29619,-30459,-31022,-31419,-31736,-32021,-32291,-32573,-32935,-33391,-34006,-34746,-35459,-36047,-36543,-36918,-37257,-37470,-37647,-37786,-37937,-38146,-38450,-38838,-39407,-39955,-40435,-40918,-41307,-41785,-42184,-42592,-42981,-43339,-43790,-44294,-44836,-45523,-46150,-46770,-47360,-47825,-48158,-48503,-48820,-49135,-49509,-49920,-50419,-50902,-51212,-51496,-51758,-52025,-52294,-52542,-52790,-53056,-53272,-53467,-53685,-53876,-54043,-54239,-54374,-54474,-54571,-54635,-54693,-54742,-54801,-54816,-54836,-54829,-54818,-54807,-54792,-54787,-54779,-54777,-54785,-54801,-54857,-54951,-55058,-55175,-55389,-55619,-55824,-56000,-56223,-56470,-56671,-56921,-57228,-57581,-57952,-58247,-58564,-58862,-59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-27,8,17,25,40,46,69,104,120,127,141,149,133,59,-41,-182,-334,-497,-695,-933,-1283,-1627,-2036,-2495,-3012,-3582,-4260,-5022,-5907,-6658,-7360,-7870,-8333,-8712,-9040,-9376,-9707,-10111,-10609,-11223,-12066,-13240,-14696,-16021,-17163,-18106,-18790,-19360,-19713,-19978,-20178,-20313,-20418,-20479,-20527,-20552,-20560,-20560,-20598,-20655,-20779,-20948,-21154,-21325,-21483,-21640,-21764,-21887,-21996,-22105,-22175,-22290,-22440,-22584,-22735,-22918,-23143,-23405,-23755,-24652,-26139,-27974,-29688,-30873,-31728,-32306,-32718,-33050,-33350,-33635,-33932,-34309,-34779,-35409,-36164,-36892,-37495,-38006,-38396,-38750,-38978,-39170,-39324,-39490,-39714,-40032,-40435,-41019,-41582,-42077,-42575,-42979,-43472,-43886,-44309,-44713,-45086,-45552,-46070,-46627,-47329,-47971,-48606,-49211,-49691,-50039,-50399,-50731,-51061,-51450,-51876,-52390,-52887,-53212,-53511,-53788,-54070,-54354,-54617,-54880,-55161,-55392,-55602,-55835,-56041,-56222,-56433,-56583,-56698,-56810,-56889,-56962,-57026,-57100,-57130,-57165,-57173,-57177,-57180,-57180,-57190,-57197,-57210,-57233,-57264,-57335,-57444,-57566,-57698,-57927,-58172,-58391,-58582,-58820,-59082,-59298,-59563,-59885,-60253,-60639,-60949,-61281,-61594,-61917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-04,1,1,8,6,21,48,56,55,61,61,37,-45,-154,-303,-463,-634,-840,-1086,-1444,-1796,-2213,-2680,-3205,-3783,-4468,-5239,-6132,-6891,-7601,-8119,-8590,-8977,-9313,-9657,-9996,-10408,-10914,-11536,-12388,-13570,-15034,-16367,-17517,-18468,-19160,-19738,-20099,-20372,-20580,-20722,-20835,-20905,-20961,-20994,-21010,-21018,-21064,-21129,-21261,-21438,-21652,-21831,-21997,-22162,-22295,-22426,-22543,-22660,-22738,-22861,-23019,-23171,-23330,-23521,-23753,-24023,-24381,-25287,-26782,-28625,-30347,-31540,-32403,-32989,-33409,-33749,-34057,-34350,-34655,-35040,-35519,-36157,-36920,-37656,-38267,-38786,-39184,-39546,-39782,-39981,-40143,-40317,-40549,-40876,-41287,-41879,-42450,-42953,-43459,-43871,-44372,-44794,-45225,-45637,-46018,-46492,-47019,-47584,-48294,-48944,-49587,-50200,-50688,-51043,-51411,-51751,-52089,-52486,-52920,-53442,-53948,-54281,-54588,-54873,-55163,-55455,-55726,-55997,-56286,-56525,-56743,-56984,-57198,-57388,-57607,-57765,-57888,-58008,-58094,-58175,-58247,-58329,-58367,-58410,-58426,-58438,-58450,-58458,-58476,-58491,-58512,-58543,-58582,-58661,-58778,-58908,-59048,-59285,-59538,-59766,-59965,-60211,-60481,-60704,-60977,-61307,-61683,-62077,-62395,-62735,-63056,-63387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-11,-1,5,2,16,42,49,47,52,51,26,-57,-167,-317,-478,-650,-857,-1104,-1463,-1816,-2234,-2702,-3228,-3807,-4494,-5266,-6160,-6920,-7631,-8150,-8622,-9010,-9347,-9692,-10032,-10445,-10952,-11575,-12428,-13611,-15076,-16410,-17561,-18513,-19206,-19785,-20147,-20421,-20630,-20774,-20888,-20959,-21016,-21050,-21067,-21076,-21123,-21189,-21322,-21500,-21715,-21895,-22062,-22228,-22362,-22494,-22612,-22730,-22809,-22933,-23092,-23245,-23405,-23597,-23831,-24102,-24461,-25368,-26864,-28708,-30431,-31625,-32489,-33076,-33497,-33838,-34147,-34441,-34747,-35133,-35613,-36252,-37016,-37753,-38365,-38885,-39284,-39647,-39884,-40085,-40248,-40423,-40656,-40984,-41396,-41989,-42561,-43065,-43572,-43985,-44487,-44910,-45342,-45755,-46137,-46612,-47140,-47706,-48417,-49068,-49712,-50326,-50815,-51172,-51541,-51882,-52221,-52619,-53054,-53577,-54084,-54418,-54726,-55012,-55303,-55596,-55868,-56140,-56430,-56670,-56889,-57131,-57346,-57537,-57757,-57916,-58040,-58161,-58249,-58331,-58404,-58487,-58526,-58570,-58587,-58600,-58613,-58622,-58641,-58657,-58679,-58711,-58751,-58831,-58949,-59080,-59221,-59459,-59713,-59942,-60142,-60389,-60660,-60885,-61159,-61490,-61867,-62262,-62581,-62922,-63244,-63576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-18,7,5,20,47,55,54,60,60,36,-46,-155,-304,-464,-635,-841,-1087,-1445,-1797,-2214,-2681,-3206,-3784,-4470,-5241,-6134,-6893,-7603,-8121,-8592,-8979,-9315,-9659,-9998,-10410,-10916,-11538,-12390,-13572,-15036,-16369,-17519,-18470,-19162,-19740,-20101,-20374,-20582,-20725,-20838,-20908,-20964,-20997,-21013,-21021,-21067,-21132,-21264,-21441,-21655,-21834,-22000,-22165,-22298,-22429,-22546,-22663,-22741,-22864,-23022,-23174,-23333,-23524,-23757,-24027,-24385,-25291,-26786,-28629,-30351,-31544,-32407,-32993,-33413,-33753,-34061,-34354,-34659,-35044,-35523,-36161,-36924,-37660,-38271,-38790,-39188,-39550,-39786,-39986,-40148,-40322,-40554,-40881,-41292,-41884,-42455,-42958,-43464,-43876,-44377,-44799,-45230,-45642,-46023,-46497,-47024,-47589,-48299,-48949,-49592,-50205,-50693,-51049,-51417,-51757,-52095,-52492,-52926,-53448,-53954,-54287,-54594,-54879,-55169,-55461,-55732,-56003,-56292,-56531,-56749,-56990,-57204,-57394,-57613,-57771,-57894,-58014,-58101,-58182,-58254,-58336,-58374,-58417,-58433,-58445,-58457,-58465,-58483,-58498,-58519,-58550,-58589,-58668,-58785,-58915,-59055,-59292,-59545,-59773,-59972,-60218,-60488,-60712,-60985,-61315,-61691,-62085,-62403,-62743,-63064,-63395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
